"","EMPLOYMENT.STATUS","GENDER"
"4872","Employed full time","Man"
"4874","Employed full time","Non-binary  or Other"
"4878","Employed full time","Man"
"4880","Employed full time","Man"
"4882","Full time student","Man"
"4883","Other - please describe","Prefer not to say"
"4885","Full time student","Man"
"4887","Employed full time","Man"
"4888","Employed full time","Man"
"4892","Employed full time","Man"
"4893","Employed full time","Man"
"4894","Employed full time","Man"
"4895","Employed full time","Man"
"4896","Employed full time","Man"
"4901","Employed full time","Man"
"4907","Employed full time","Prefer not to say"
"4909","Temporarily not working","Man"
"4911","Temporarily not working","Prefer not to say"
"4913","Temporarily not working","Man"
"4914","Employed full time","Man"
"4917","Employed full time","Prefer not to say"
"4922","Employed full time","Prefer not to say"
"4926","Employed full time","Man"
"4928","Other - please describe","Man"
"4929","Employed full time","Man"
"4937","Employed full time","Man"
"4939","Employed full time","Man"
"4940","Employed full time","Prefer not to say"
"4941","Temporarily not working","Man"
"4942","Employed full time","Man"
"4943","Employed part time","Man"
"4945","Temporarily not working","Non-binary  or Other"
"4949","Employed full time","Man"
"4951","Employed full time","Man"
"4952","Employed full time","Man"
"4954","Temporarily not working","Man"
"4955","Employed full time","Man"
"4956","Employed full time","Man"
"4957","Employed full time","Man"
"4959","Employed full time","Man"
"4961","Employed full time","Man"
"4962","Employed full time","Woman"
"4963","Employed full time","Man"
"4964","Employed full time","Man"
"4965","Employed full time","Man"
"4968","Temporarily not working","Man"
"4970","Employed full time","Woman"
"4971","Full time student","Man"
"4972","Employed full time","Man"
"4973","Employed full time","Man"
"4974","Employed full time","Man"
"4977","Full time student","Man"
"4982","Temporarily not working","Man"
"4983","Full time student","Man"
"4984","Employed full time","Man"
"4987","Employed full time","Man"
"4991","Full time student","Man"
"4993","Full time student","Man"
"4994","Employed full time","Man"
"4995","Employed full time","Man"
"4997","Other - please describe","Non-binary  or Other"
"4998","Employed full time","Man"
"4999","Full time student","Man"
"5001","Full time student","Man"
"5003","Employed full time","Man"
"5005","Other - please describe","Man"
"5008","Full time student","Man"
"5009","Employed full time","Man"
"5011","Employed part time","Man"
"5012","Temporarily not working","Man"
"5013","Employed full time","Man"
"5014","Other - please describe","Man"
"5015","Employed full time","Man"
"5016","Employed full time","Man"
"5018","Full time student","Man"
"5019","Employed full time","Man"
"5026","Full time student","Man"
"5027","Employed full time","Man"
"5028","Employed full time","Man"
"5032","Employed full time","Man"
"5033","Other - please describe","Man"
"5034","Temporarily not working","Man"
"5036","Employed full time","Man"
"5038","Employed full time","Man"
"5039","Full time student","Man"
"5040","Employed full time","Man"
"5043","Full time student","Man"
"5044","Full time student","Man"
"5045","Full time student","Man"
"5046","Employed full time","Man"
"5047","Employed full time","Man"
"5048","Employed full time","Woman"
"5049","Employed full time","Man"
"5050","Full time student","Woman"
"5051","Full time student","Woman"
"5054","Employed full time","Man"
"5055","Other - please describe","Non-binary  or Other"
"5058","Employed full time","Prefer not to say"
"5059","Employed full time","Woman"
"5060","Employed full time","Man"
"5064","Employed full time","Man"
"5067","Employed full time","Man"
"5069","Employed full time","Man"
"5071","Full time student","Woman"
"5073","Temporarily not working","Non-binary  or Other"
"5077","Other - please describe","Man"
"5078","Employed part time","Man"
"5082","Full time student","Man"
"5083","Retired or permanently not working (e.g. due to disability)","Man"
"5085","Employed full time","Man"
"5086","Employed full time","Man"
"5087","Employed full time","Man"
"5089","Employed full time","Man"
"5091","Employed full time","Man"
"5092","Full time student","Man"
"5095","Employed full time","Man"
"5096","Temporarily not working","Man"
"5098","Full time student","Woman"
"5099","Full time student","Man"
"5104","Employed full time","Man"
"5106","Temporarily not working","Man"
"5107","Employed full time","Man"
"5108","Full time student","Man"
"5109","Employed full time","Man"
"5110","Full time student","Man"
"5111","Temporarily not working","Man"
"5114","Employed full time","Man"
"5115","Employed full time","Man"
"5120","Employed full time","Man"
"5121","Employed full time","Man"
"5122","Full time student","Man"
"5125","Full time student","Man"
"5126","Employed full time","Man"
"5128","Employed full time","Man"
"5129","Full time student","Prefer not to say"
"5130","","Man"
"5131","Employed full time","Man"
"5132","Employed full time","Prefer not to say"
"5133","Full time student","Man"
"5135","Employed full time","Man"
"5139","Temporarily not working","Man"
"5140","Employed full time","Man"
"5141","Employed full time","Man"
"5143","Employed full time","Man"
"5147","Full time student","Man"
"5148","Full time student","Man"
"5149","Full time student","Man"
"5150","Employed full time","Man"
"5152","Temporarily not working","Man"
"5153","Employed full time","Woman"
"5155","Employed full time","Man"
"5156","Employed full time","Man"
"5158","Employed full time","Man"
"5159","Employed full time","Woman"
"5167","Full time student","Man"
"5168","Employed full time","Man"
"5169","Employed full time","Man"
"5170","Employed full time","Man"
"5171","Employed full time","Man"
"5175","Full time student","Man"
"5177","Other - please describe","Man"
"5178","Retired or permanently not working (e.g. due to disability)","Man"
"5179","Employed full time","Man"
"5180","Employed full time","Man"
"5181","Temporarily not working","Man"
"5182","Employed full time","Man"
"5183","Employed full time","Man"
"5186","Employed full time","Man"
"5187","Full time student","Man"
"5190","Employed full time","Man"
"5191","Employed full time","Prefer not to say"
"5192","Full time student","Man"
"5193","Employed part time","Man"
"5194","Employed full time","Man"
"5195","Employed full time","Prefer not to say"
"5196","Employed full time","Man"
"5197","Employed full time","Man"
"5198","Employed full time","Man"
"5200","Employed part time","Man"
"5202","Employed full time","Man"
"5204","Employed full time","Prefer not to say"
"5206","Retired or permanently not working (e.g. due to disability)","Man"
"5209","Full time student","Man"
"5211","Employed full time","Man"
"5212","Employed full time","Man"
"5214","Employed full time","Man"
"5215","Temporarily not working","Non-binary  or Other"
"5216","Employed full time","Man"
"5222","Full time student","Man"
"5223","Employed full time","Man"
"5227","Full time student","Prefer not to say"
"5229","Employed full time","Man"
"5230","Retired or permanently not working (e.g. due to disability)","Man"
"5232","Full time student","Man"
"5236","Employed full time","Woman"
"5237","Full time student","Man"
"5238","Employed full time","Man"
"5239","Employed full time","Man"
"5241","Full time student","Man"
"5243","Employed full time","Man"
"5244","Employed full time","Man"
"5246","Employed full time","Man"
"5247","Temporarily not working","Man"
"5249","Employed full time","Man"
"5252","Employed full time","Man"
"5253","Employed full time","Man"
"5254","Employed full time","Man"
"5255","Employed full time","Man"
"5256","Employed full time","Man"
"5257","Employed full time","Man"
"5258","Employed full time","Man"
"5259","Employed full time","Man"
"5260","Employed full time","Man"
"5261","Full time student","Man"
"5263","Employed full time","Man"
"5265","Employed full time","Man"
"5266","Employed full time","Woman"
"5267","Employed full time","Man"
"5268","Other - please describe","Man"
"5270","Other - please describe","Man"
"5271","Employed part time","Man"
"5272","Employed full time","Man"
"5273","Full time student","Man"
"5274","Employed full time","Woman"
"5278","Employed full time","Man"
"5281","Full time student","Man"
"5283","Full time student","Man"
"5285","Employed full time","Man"
"5286","Employed full time","Man"
"5287","Employed full time","Man"
"5288","Employed part time","Man"
"5289","Temporarily not working","Man"
"5291","Other - please describe","Man"
"5292","Employed full time","Man"
"5297","Employed full time","Man"
"5299","Employed full time","Man"
"5301","Employed full time","Man"
"5302","Full time student","Man"
"5305","Employed full time","Man"
"5308","Full time student","Man"
"5310","Employed full time","Man"
"5311","Employed full time","Man"
"5313","Employed full time","Man"
"5318","Employed full time","Man"
"5321","Employed full time","Man"
"5324","Employed full time","Man"
"5326","Full time student","Man"
"5327","Employed full time","Man"
"5330","Employed full time","Man"
"5332","Employed full time","Man"
"5333","Employed full time","Man"
"5336","Employed full time","Man"
"5339","Full time student","Man"
"5340","Employed full time","Man"
"5341","Employed full time","Man"
"5342","Employed full time","Man"
"5343","Employed full time","Man"
"5345","Employed full time","Man"
"5346","Employed full time","Man"
"5349","Employed full time","Man"
"5350","Employed full time","Man"
"5351","Full time student","Man"
"5352","Other - please describe","Man"
"5355","Employed full time","Man"
"5358","Employed full time","Man"
"5359","Employed full time","Man"
"5361","Employed full time","Man"
"5362","Full time student","Prefer not to say"
"5370","Employed full time","Man"
"5373","Other - please describe","Man"
"5374","Employed full time","Man"
"5375","Employed full time","Man"
"5376","Employed full time","Man"
"5377","Full time student","Man"
"5379","Full time student","Prefer not to say"
"5380","Employed full time","Man"
"5381","Employed full time","Man"
"5382","Full time student","Man"
"5384","Employed full time","Man"
"5385","Employed full time","Man"
"5386","Full time student","Man"
"5389","Employed full time","Man"
"5390","Full time student","Man"
"5391","Retired or permanently not working (e.g. due to disability)","Man"
"5393","Full time student","Man"
"5394","Employed full time","Man"
"5398","Full time student","Man"
"5402","Full time student","Man"
"5404","Full time student","Man"
"5405","Employed part time","Man"
"5408","Employed full time","Man"
"5410","Employed full time","Man"
"5411","Employed full time","Man"
"5414","Employed full time","Man"
"5416","Employed full time","Man"
"5417","Employed full time","Man"
"5418","Employed full time","Man"
"5419","Employed full time","Man"
"5420","Full time student","Man"
"5422","Employed full time","Man"
"5423","Employed full time","Man"
"5425","Employed full time","Man"
"5426","Employed full time","Man"
"5428","Employed full time","Man"
"5430","Full time student","Man"
"5431","Employed full time","Man"
"5432","Full time student","Man"
"5433","Employed full time","Man"
"5440","Employed part time","Man"
"5441","Full time student","Man"
"5442","Employed full time","Man"
"5444","Employed full time","Man"
"5445","Employed full time","Man"
"5446","Employed full time","Man"
"5447","Employed full time","Man"
"5450","Full time student","Man"
"5451","Employed full time","Man"
"5452","Employed full time","Man"
"5454","Employed full time","Man"
"5455","Full time student","Man"
"5456","Employed full time","Man"
"5457","Full time student","Man"
"5458","Employed part time","Man"
"5459","Employed full time","Man"
"5461","Employed full time","Man"
"5462","Employed full time","Man"
"5463","Other - please describe","Man"
"5464","Employed full time","Woman"
"5468","Full time student","Woman"
"5469","Employed full time","Man"
"5470","Full time student","Man"
"5471","Full time student","Man"
"5472","Employed full time","Man"
"5473","Temporarily not working","Prefer not to say"
"5475","Employed full time","Man"
"5477","Employed full time","Man"
"5479","Employed full time","Man"
"5480","Full time student","Man"
"5481","Full time student","Man"
"5485","Employed full time","Man"
"5486","Full time student","Man"
"5487","Employed part time","Man"
"5489","Employed full time","Man"
"5490","Employed full time","Man"
"5492","Employed part time","Man"
"5493","Employed full time","Man"
"5494","Employed full time","Man"
"5495","Employed full time","Man"
"5496","Employed full time","Man"
"5497","Employed full time","Man"
"5498","Employed full time","Prefer not to say"
"5500","Employed part time","Woman"
"5501","Retired or permanently not working (e.g. due to disability)","Man"
"5503","Other - please describe","Woman"
"5504","Full time student","Man"
"5506","Employed full time","Man"
"5507","Employed full time","Man"
"5508","Full time student","Woman"
"5509","Employed full time","Man"
"5510","Employed full time","Man"
"5511","Employed full time","Woman"
"5513","Employed full time","Man"
"5514","Employed full time","Man"
"5515","Employed full time","Man"
"5516","Employed full time","Man"
"5517","Employed full time","Man"
"5518","Employed full time","Man"
"5519","Employed full time","Man"
"5521","Employed full time","Man"
"5522","Employed full time","Man"
"5523","Temporarily not working","Man"
"5524","Employed full time","Man"
"5525","Employed full time","Man"
"5526","Full time student","Man"
"5527","Employed full time","Man"
"5529","Employed full time","Man"
"5531","Employed full time","Man"
"5532","Employed full time","Woman"
"5533","Employed full time","Prefer not to say"
"5534","Employed full time","Man"
"5535","Employed full time","Man"
"5536","Employed full time","Man"
"5537","Employed full time","Man"
"5538","Employed part time","Man"
"5539","Employed full time","Man"
"5540","Employed full time","Man"
"5541","Temporarily not working","Man"
"5542","Other - please describe","Man"
"5543","Employed full time","Man"
"5544","Employed full time","Prefer not to say"
"5546","Employed part time","Man"
"5548","Employed full time","Man"
"5549","Other - please describe","Man"
"5550","Full time student","Man"
"5551","Full time student","Man"
"5552","Employed full time","Man"
"5553","Full time student","Man"
"5554","Employed full time","Man"
"5557","Employed full time","Prefer not to say"
"5558","Temporarily not working","Man"
"5560","Employed full time","Man"
"5562","Full time student","Woman"
"5564","Employed full time","Prefer not to say"
"5565","Employed full time","Man"
"5567","Full time student","Man"
"5570","Temporarily not working","Man"
"5572","Other - please describe","Man"
"5573","Full time student","Man"
"5574","Employed full time","Man"
"5576","Employed full time","Man"
"5577","Retired or permanently not working (e.g. due to disability)","Man"
"5578","Full time student","Man"
"5579","Retired or permanently not working (e.g. due to disability)","Woman"
"5580","Full time student","Man"
"5584","Full time student","Man"
"5585","Employed full time","Man"
"5586","Employed full time","Man"
"5587","Employed full time","Man"
"5589","Temporarily not working","Man"
"5590","Employed full time","Man"
"5591","Employed full time","Man"
"5593","Employed full time","Man"
"5594","Full time student","Man"
"5595","Employed full time","Man"
"5596","Temporarily not working","Man"
"5597","Employed full time","Man"
"5598","Employed full time","Man"
"5599","Employed full time","Man"
"5600","Employed full time","Man"
"5601","Employed full time","Man"
"5602","Employed full time","Man"
"5603","Employed full time","Man"
"5605","Employed full time","Man"
"5606","Employed full time","Man"
"5608","Full time student","Prefer not to say"
"5609","Employed full time","Man"
"5610","Employed full time","Man"
"5611","Employed full time","Man"
"5612","Retired or permanently not working (e.g. due to disability)","Man"
"5613","Full time student","Man"
"5614","Retired or permanently not working (e.g. due to disability)","Man"
"5615","Employed full time","Man"
"5616","Retired or permanently not working (e.g. due to disability)","Man"
"5617","Employed full time","Man"
"5618","Employed full time","Man"
"5619","Employed full time","Man"
"5620","Employed full time","Man"
"5621","Employed full time","Man"
"5622","Employed full time","Man"
"5623","Employed full time","Man"
"5624","Employed full time","Man"
"5625","Employed full time","Man"
"5627","Employed full time","Man"
"5628","Employed full time","Man"
"5629","Employed full time","Man"
"5630","Employed full time","Man"
"5631","Temporarily not working","Man"
"5633","Temporarily not working","Man"
"5634","Employed full time","Man"
"5636","Temporarily not working","Woman"
"5637","Employed part time","Man"
"5638","Employed full time","Man"
"5639","Employed full time","Man"
"5640","Employed full time","Man"
"5641","Employed full time","Man"
"5642","Employed full time","Man"
"5643","Other - please describe","Man"
"5644","Full time student","Man"
"5645","Retired or permanently not working (e.g. due to disability)","Man"
"5646","Employed full time","Man"
"5647","Employed part time","Man"
"5648","Employed full time","Man"
"5650","Employed full time","Man"
"5651","Employed full time","Man"
"5652","Full time student","Man"
"5654","Full time student","Man"
"5655","Employed full time","Man"
"5656","Employed full time","Man"
"5657","Employed full time","Man"
"5659","Full time student","Man"
"5660","Employed full time","Man"
"5661","Employed full time","Man"
"5662","Full time student","Man"
"5663","Employed full time","Man"
"5664","Temporarily not working","Man"
"5665","Employed full time","Man"
"5666","Full time student","Man"
"5667","Other - please describe","Man"
"5668","Employed full time","Man"
"5669","Temporarily not working","Man"
"5670","Full time student","Woman"
"5672","Employed full time","Man"
"5673","Employed full time","Man"
"5674","Retired or permanently not working (e.g. due to disability)","Man"
"5675","Employed full time","Man"
"5676","Employed full time","Man"
"5677","Employed full time","Man"
"5678","Employed full time","Man"
"5679","Temporarily not working","Man"
"5680","Employed full time","Man"
"5681","Employed full time","Man"
"5682","Temporarily not working","Prefer not to say"
"5683","Temporarily not working","Man"
"5686","Full time student","Man"
"5687","Employed full time","Man"
"5688","Employed full time","Man"
"5689","Retired or permanently not working (e.g. due to disability)","Man"
"5691","Temporarily not working","Man"
"5692","Full time student","Man"
"5693","Employed part time","Non-binary  or Other"
"5694","Employed full time","Man"
"5696","Employed full time","Non-binary  or Other"
"5697","Full time student","Man"
"5698","Employed full time","Man"
"5699","Employed full time","Man"
"5700","Employed full time","Man"
"5701","Employed full time","Man"
"5702","Employed full time","Man"
"5703","Other - please describe","Non-binary  or Other"
"5704","Employed full time","Man"
"5706","Employed full time","Man"
"5707","Other - please describe","Man"
"5708","Employed full time","Man"
"5709","Employed full time","Man"
"5711","Employed full time","Man"
"5712","Employed full time","Man"
"5713","Employed full time","Man"
"5715","Employed part time","Woman"
"5716","Employed full time","Man"
"5717","Employed full time","Man"
"5718","Employed full time","Man"
"5719","Retired or permanently not working (e.g. due to disability)","Man"
"5720","Other - please describe","Man"
"5721","Employed full time","Man"
"5722","Employed full time","Man"
"5723","Employed full time","Man"
"5724","Full time student","Man"
"5725","Other - please describe","Man"
"5726","Employed full time","Man"
"5727","Employed full time","Man"
"5728","Employed full time","Man"
"5729","Full time student","Man"
"5730","Employed part time","Man"
"5731","Full time student","Man"
"5732","Employed part time","Man"
"5733","Employed full time","Man"
"5734","Employed full time","Man"
"5735","Employed full time","Man"
"5736","Retired or permanently not working (e.g. due to disability)","Man"
"5738","Employed full time","Man"
"5739","Employed full time","Man"
"5740","Employed full time","Man"
"5741","Employed full time","Man"
"5742","Employed full time","Man"
"5743","Temporarily not working","Man"
"5744","Employed full time","Man"
"5746","Employed full time","Man"
"5748","Employed full time","Man"
"5749","Temporarily not working","Man"
"5750","Employed part time","Man"
"5751","Employed full time","Man"
"5752","Temporarily not working","Man"
"5753","Employed full time","Man"
"5754","Employed full time","Man"
"5756","Employed full time","Man"
"5758","Employed part time","Man"
"5760","Employed full time","Man"
"5761","Employed full time","Man"
"5763","Temporarily not working","Man"
"5764","Employed full time","Man"
"5765","Employed full time","Man"
"5766","Full time student","Prefer not to say"
"5767","Employed full time","Man"
"5768","Employed full time","Man"
"5769","Employed full time","Man"
"5770","Employed full time","Man"
"5771","Employed full time","Man"
"5772","Employed full time","Man"
"5774","Employed full time","Man"
"5775","Employed full time","Man"
"5777","Employed full time","Man"
"5778","Employed full time","Man"
"5779","Employed full time","Man"
"5780","Retired or permanently not working (e.g. due to disability)","Man"
"5781","Temporarily not working","Man"
"5782","Employed full time","Man"
"5784","Retired or permanently not working (e.g. due to disability)","Man"
"5785","Employed full time","Man"
"5786","Employed full time","Man"
"5788","Retired or permanently not working (e.g. due to disability)","Man"
"5789","Employed full time","Man"
"5791","Employed full time","Man"
"5792","Employed part time","Man"
"5793","Employed full time","Man"
"5794","Employed full time","Man"
"5795","Employed full time","Man"
"5796","Employed full time","Man"
"5797","Employed full time","Man"
"5798","Employed part time","Man"
"5799","Employed full time","Man"
"5800","Employed part time","Man"
"5801","Employed full time","Man"
"5802","Employed full time","Man"
"5803","Employed full time","Man"
"5804","Employed full time","Man"
"5805","Employed full time","Man"
"5807","Employed full time","Man"
"5808","Employed full time","Man"
"5809","Employed full time","Man"
"5810","Employed full time","Man"
"5811","Employed full time","Man"
"5812","Employed full time","Man"
"5813","Employed full time","Man"
"5814","Employed full time","Man"
"5815","Employed full time","Man"
"5816","Employed full time","Man"
"5817","Employed full time","Man"
"5818","Employed full time","Man"
"5819","Full time student","Man"
"5822","Employed full time","Man"
"5823","Employed full time","Man"
"5824","Employed full time","Man"
"5825","Employed full time","Man"
"5826","Employed full time","Man"
"5827","Employed full time","Man"
"5828","Employed part time","Man"
"5829","Employed full time","Man"
"5830","Employed full time","Man"
"5831","Full time student","Man"
"5832","Employed full time","Man"
"5834","Employed full time","Woman"
"5835","Employed full time","Prefer not to say"
"5836","Employed full time","Man"
"5838","Employed full time","Man"
"5839","Employed full time","Man"
"5840","Employed full time","Man"
"5842","Employed full time","Man"
"5843","Full time student","Man"
"5844","Employed full time","Man"
"5846","Employed full time","Man"
"5847","Employed full time","Man"
"5848","Employed full time","Man"
"5849","Employed part time","Man"
"5850","Employed full time","Man"
"5851","Employed full time","Prefer not to say"
"5852","Employed full time","Man"
"5853","Employed full time","Man"
"5854","Employed full time","Man"
"5855","Employed full time","Man"
"5856","Employed full time","Man"
"5858","Employed full time","Man"
"5859","Employed full time","Man"
"5860","Employed full time","Prefer not to say"
"5863","Employed full time","Man"
"5865","Employed full time","Man"
"5866","Employed full time","Man"
"5867","Employed full time","Man"
"5868","Employed full time","Man"
"5869","Employed part time","Prefer not to say"
"5870","Employed full time","Man"
"5871","Retired or permanently not working (e.g. due to disability)","Man"
"5872","Employed full time","Man"
"5873","Employed full time","Man"
"5874","Retired or permanently not working (e.g. due to disability)","Prefer not to say"
"5875","Employed full time","Man"
"5876","Employed full time","Man"
"5877","Temporarily not working","Man"
"5878","Other - please describe","Man"
"5879","Employed full time","Man"
"5880","Employed full time","Man"
"5881","Employed full time","Man"
"5882","Full time student","Man"
"5884","Full time student","Man"
"5885","Employed full time","Man"
"5887","Employed full time","Man"
"5888","Employed full time","Man"
"5889","Other - please describe","Prefer not to say"
"5890","Other - please describe","Man"
"5891","Employed full time","Prefer not to say"
"5892","Employed full time","Man"
"5894","Employed part time","Man"
"5895","Employed full time","Man"
"5896","Employed full time","Man"
"5897","Employed part time","Man"
"5899","Retired or permanently not working (e.g. due to disability)","Man"
"5900","Employed full time","Man"
"5901","Employed full time","Prefer not to say"
"5903","Employed full time","Man"
"5905","Employed full time","Man"
"5907","Employed full time","Man"
"5908","Full time student","Man"
"5909","Employed full time","Man"
"5910","Employed full time","Woman"
"5911","Employed full time","Man"
"5912","Employed full time","Man"
"5913","Employed full time","Man"
"5914","Employed full time","Man"
"5915","Employed full time","Man"
"5916","Employed full time","Man"
"5917","Retired or permanently not working (e.g. due to disability)","Prefer not to say"
"5918","Employed full time","Man"
"5919","Employed full time","Man"
"5920","Employed full time","Woman"
"5921","Other - please describe","Man"
"5922","Employed full time","Man"
"5923","Employed full time","Man"
"5924","Employed full time","Man"
"5925","Other - please describe","Man"
"5926","Employed full time","Man"
"5927","Employed full time","Man"
"5929","Employed full time","Man"
"5930","Employed full time","Man"
"5931","Employed full time","Man"
"5932","Employed full time","Man"
"5933","Employed full time","Man"
"5934","Employed full time","Prefer not to say"
"5937","Employed full time","Man"
"5938","Retired or permanently not working (e.g. due to disability)","Man"
"5939","Employed full time","Man"
"5940","Employed full time","Man"
"5941","Employed full time","Man"
"5942","Employed full time","Man"
"5943","Full time student","Man"
"5944","Employed full time","Woman"
"5945","Employed part time","Man"
"5946","Employed full time","Man"
"5947","Employed full time","Man"
"5949","Retired or permanently not working (e.g. due to disability)","Man"
"5950","Employed full time","Woman"
"5952","Employed full time","Man"
"5953","Retired or permanently not working (e.g. due to disability)","Man"
"5955","Employed full time","Man"
"5956","Employed full time","Man"
"5957","Retired or permanently not working (e.g. due to disability)","Man"
"5958","Retired or permanently not working (e.g. due to disability)","Man"
"5959","Employed part time","Man"
"5960","Temporarily not working","Man"
"5961","Employed full time","Man"
"5962","Employed full time","Man"
"5963","Employed full time","Man"
"5964","Employed part time","Man"
"5965","Employed part time","Man"
"5966","Employed full time","Man"
"5967","Retired or permanently not working (e.g. due to disability)","Man"
"5968","Employed full time","Man"
"5969","Employed full time","Man"
"5970","Employed full time","Man"
"5971","Employed full time","Man"
"5972","Employed full time","Woman"
"5973","Employed full time","Man"
"5975","Employed full time","Man"
"5977","Other - please describe","Man"
"5978","Full time student","Man"
"5979","Employed part time","Man"
"5980","Full time student","Man"
"5982","Employed full time","Man"
"5983","Employed full time","Man"
"5984","Employed full time","Man"
"5985","Employed full time","Man"
"5986","Employed full time","Man"
"5988","Employed full time","Prefer not to say"
"5989","Employed full time","Man"
"5990","Employed full time","Man"
"5991","Employed full time","Man"
"5993","Employed full time","Man"
"5994","Other - please describe","Man"
"5995","Employed full time","Man"
"5997","Employed full time","Man"
"5998","Other - please describe","Woman"
"5999","Employed full time","Woman"
"6000","Retired or permanently not working (e.g. due to disability)","Man"
"6001","Employed full time","Man"
"6002","Employed full time","Man"
"6003","Temporarily not working","Man"
"6004","Employed full time","Man"
"6005","Employed full time","Man"
"6006","Full time student","Man"
"6010","Employed full time","Man"
"6011","Employed full time","Man"
"6013","Full time student","Man"
"6014","Employed full time","Man"
"6015","Employed full time","Man"
"6016","Employed full time","Man"
"6017","Employed full time","Man"
"6019","Employed full time","Man"
"6020","Employed part time","Man"
"6022","Employed full time","Man"
"6023","Temporarily not working","Man"
"6024","Employed full time","Man"
"6026","Retired or permanently not working (e.g. due to disability)","Man"
"6027","Employed full time","Man"
"6028","Employed full time","Man"
