"","EMPLOYMENT.STATUS","GENDER"
"1707","Employed full time","Man"
"1709","Employed full time","Man"
"1712","Employed part time","Man"
"1713","Employed full time","Man"
"1715","Employed full time","Man"
"1718","Employed full time","Man"
"1721","Other - please describe","Man"
"1722","Employed full time","Man"
"1723","Employed full time","Prefer not to say"
"1724","Temporarily not working","Prefer not to say"
"1725","Employed full time","Man"
"1726","Full time student","Man"
"1727","Employed full time","Prefer not to say"
"1730","Employed part time","Man"
"1731","Full time student","Prefer not to say"
"1732","Employed full time","Man"
"1733","Employed full time","Man"
"1734","Employed full time","Man"
"1736","Employed full time","Man"
"1737","Employed full time","Man"
"1738","Employed full time","Man"
"1741","Employed full time","Man"
"1743","Employed full time","Man"
"1744","Employed full time","Man"
"1745","Employed full time","Woman"
"1746","Employed full time","Man"
"1748","Employed full time","Man"
"1750","Full time student","Man"
"1751","Full time student","Man"
"1754","Employed part time","Man"
"1756","Retired or permanently not working (e.g. due to disability)","Man"
"1759","Employed full time","Man"
"1760","Employed full time","Man"
"1761","Employed full time","Man"
"1764","Full time student","Man"
"1765","Employed full time","Man"
"1766","Employed full time","Man"
"1767","Full time student","Man"
"1768","Employed full time","Man"
"1770","Employed full time","Man"
"1771","Full time student","Man"
"1775","Employed full time","Man"
"1777","Employed full time","Man"
"1778","Employed full time","Man"
"1779","Full time student","Man"
"1781","Employed full time","Man"
"1784","Full time student","Man"
"1785","Employed full time","Man"
"1788","Employed full time","Man"
"1789","Employed full time","Man"
"1791","Employed full time","Man"
"1792","Temporarily not working","Man"
"1794","Temporarily not working","Man"
"1796","Employed full time","Man"
"1798","Full time student","Man"
"1799","Employed full time","Prefer not to say"
"1800","Employed part time","Man"
"1801","Employed full time","Man"
"1802","Other - please describe","Man"
"1805","Full time student","Man"
"1806","Employed full time","Prefer not to say"
"1807","Employed full time","Man"
"1808","Employed full time","Man"
"1809","Employed full time","Man"
"1810","Employed full time","Man"
"1811","Employed full time","Man"
"1813","Employed full time","Man"
"1815","Employed full time","Man"
"1816","Full time student","Man"
"1817","Full time student","Man"
"1819","Employed full time","Man"
"1820","Employed full time","Man"
"1822","Employed full time","Man"
"1823","Employed full time","Man"
"1825","Employed part time","Man"
"1826","Employed full time","Man"
"1827","Employed full time","Man"
"1828","Employed full time","Man"
"1829","Full time student","Man"
"1831","Full time student","Man"
"1832","Employed full time","Man"
"1833","Temporarily not working","Man"
"1834","Full time student","Man"
"1838","Full time student","Man"
"1839","Employed full time","Man"
"1841","Retired or permanently not working (e.g. due to disability)","Prefer not to say"
"1844","Employed full time","Man"
"1845","","Man"
"1847","Other - please describe","Prefer not to say"
"1848","Employed full time","Man"
"1851","Employed full time","Man"
"1852","Employed full time","Man"
"1854","Employed full time","Man"
"1859","Full time student","Man"
"1860","Employed full time","Man"
"1861","Employed full time","Man"
"1863","Full time student","Man"
"1864","Employed full time","Man"
"1868","Employed part time","Man"
"1869","Temporarily not working","Man"
"1870","Full time student","Man"
"1871","Employed part time","Woman"
"1872","Employed full time","Man"
"1873","Employed full time","Man"
"1874","Full time student","Man"
"1876","Employed full time","Man"
"1879","Temporarily not working","Man"
"1880","Full time student","Prefer not to say"
"1881","Employed full time","Man"
"1883","Temporarily not working","Man"
"1884","Employed full time","Man"
"1885","Employed full time","Man"
"1886","Other - please describe","Man"
"1888","Employed full time","Man"
"1889","Employed part time","Man"
"1890","Employed full time","Prefer not to say"
"1893","Employed full time","Man"
"1894","Full time student","Man"
"1895","Employed full time","Man"
"1900","Employed full time","Man"
"1901","Employed full time","Woman"
"1905","Temporarily not working","Man"
"1906","Employed full time","Man"
"1908","Employed part time","Man"
"1909","Employed full time","Man"
"1910","Employed full time","Man"
"1911","Employed full time","Man"
"1913","Full time student","Man"
"1915","Employed full time","Man"
"1917","Employed full time","Man"
"1918","Full time student","Man"
"1921","Employed full time","Man"
"1922","Employed full time","Man"
"1923","Employed full time","Man"
"1926","Employed full time","Man"
"1927","Employed full time","Man"
"1929","Employed part time","Man"
"1932","Employed part time","Man"
"1937","Employed full time","Prefer not to say"
"1938","Employed full time","Man"
"1939","Employed full time","Man"
"1940","Temporarily not working","Man"
"1943","Employed full time","Man"
"1945","Employed full time","Man"
"1950","Employed full time","Man"
"1951","Employed full time","Man"
"1952","Full time student","Man"
"1953","Employed full time","Man"
"1954","Employed full time","Man"
"1956","Employed full time","Man"
"1957","Employed full time","Man"
"1958","Full time student","Man"
"1960","Employed full time","Man"
"1963","Other - please describe","Man"
"1964","Temporarily not working","Man"
"1965","Full time student","Man"
"1967","Employed full time","Man"
"1970","Employed part time","Woman"
"1971","Employed full time","Prefer not to say"
"1973","Full time student","Man"
"1974","Full time student","Man"
"1976","Employed full time","Prefer not to say"
"1978","Employed full time","Man"
"1979","Employed full time","Man"
"1981","Employed full time","Man"
"1983","Full time student","Man"
"1987","Employed full time","Man"
"1988","Full time student","Man"
"1989","Employed full time","Man"
"1990","Employed full time","Woman"
"1992","Full time student","Man"
"1993","Employed full time","Man"
"1994","Full time student","Man"
"1996","Employed full time","Man"
"1997","Full time student","Man"
"1998","Employed full time","Man"
"1999","Employed full time","Man"
"2000","Full time student","Man"
"2001","Employed full time","Man"
"2003","Employed part time","Man"
"2004","","Man"
"2005","Employed full time","Man"
"2006","Full time student","Man"
"2008","Temporarily not working","Man"
"2009","Temporarily not working","Man"
"2010","Full time student","Man"
"2011","Employed full time","Man"
"2012","Temporarily not working","Man"
"2014","Employed full time","Man"
"2017","Full time student","Man"
"2018","Employed full time","Man"
"2020","Employed full time","Man"
"2022","Employed full time","Man"
"2023","Temporarily not working","Man"
"2024","Employed full time","Man"
"2025","Full time student","Man"
"2026","Full time student","Man"
"2027","Employed full time","Man"
"2028","Employed full time","Man"
"2030","Employed full time","Man"
"2031","Employed part time","Man"
"2032","Employed full time","Man"
"2033","Other - please describe","Man"
"2034","Full time student","Man"
"2039","Employed full time","Man"
"2040","Employed full time","Man"
"2041","Full time student","Man"
"2042","Employed part time","Man"
"2043","Employed full time","Man"
"2044","Employed full time","Man"
"2047","Temporarily not working","Man"
"2049","Employed full time","Man"
"2050","Full time student","Man"
"2052","Employed part time","Man"
"2053","Full time student","Man"
"2054","Full time student","Man"
"2058","Full time student","Man"
"2059","Other - please describe","Man"
"2062","Employed full time","Man"
"2064","Employed full time","Man"
"2065","Full time student","Man"
"2067","Employed full time","Man"
"2068","Employed full time","Man"
"2070","Full time student","Man"
"2071","Employed full time","Prefer not to say"
"2072","Full time student","Man"
"2073","Employed full time","Man"
"2075","Employed full time","Man"
"2076","Employed part time","Man"
"2077","Employed full time","Prefer not to say"
"2079","Full time student","Man"
"2080","Retired or permanently not working (e.g. due to disability)","Man"
"2082","Employed full time","Man"
"2084","Full time student","Man"
"2086","Other - please describe","Man"
"2088","Employed full time","Man"
"2089","Employed full time","Man"
"2092","Full time student","Man"
"2093","Other - please describe","Man"
"2094","Retired or permanently not working (e.g. due to disability)","Man"
"2095","Employed full time","Man"
"2096","Employed full time","Man"
"2097","Employed full time","Man"
"2098","Employed full time","Man"
"2099","Employed full time","Man"
"2102","Employed full time","Prefer not to say"
"2103","Temporarily not working","Man"
"2104","Employed full time","Man"
"2107","Full time student","Man"
"2108","Employed part time","Man"
"2111","Employed full time","Man"
"2113","Employed full time","Man"
"2114","Employed part time","Man"
"2115","Employed full time","Man"
"2118","Employed full time","Man"
"2122","Employed full time","Man"
"2123","Full time student","Man"
"2124","Employed full time","Prefer not to say"
"2125","Employed full time","Prefer not to say"
"2126","Employed full time","Man"
"2128","Employed full time","Man"
"2129","Temporarily not working","Man"
"2130","Full time student","Man"
"2131","Temporarily not working","Man"
"2132","Employed full time","Man"
"2134","Employed full time","Man"
"2137","Full time student","Man"
"2139","Temporarily not working","Man"
"2141","Employed full time","Man"
"2142","Employed full time","Man"
"2143","Other - please describe","Man"
"2145","Full time student","Man"
"2146","Employed part time","Man"
"2148","Employed full time","Man"
"2150","Employed part time","Man"
"2153","Full time student","Man"
"2155","Employed full time","Man"
"2162","Temporarily not working","Man"
"2163","Employed part time","Man"
"2164","Employed part time","Man"
"2165","Employed full time","Man"
"2166","Employed full time","Man"
"2167","Employed full time","Woman"
"2168","Full time student","Man"
"2171","Employed full time","Man"
"2173","Employed full time","Man"
"2175","Full time student","Man"
"2176","Employed full time","Man"
"2178","Retired or permanently not working (e.g. due to disability)","Man"
"2179","Employed full time","Man"
"2180","Employed part time","Man"
"2182","Full time student","Man"
"2183","Employed full time","Woman"
"2184","Employed full time","Man"
"2185","Full time student","Man"
"2186","Employed part time","Man"
"2187","Employed full time","Man"
"2193","Full time student","Prefer not to say"
"2194","Full time student","Man"
"2195","Employed full time","Man"
"2196","Employed full time","Man"
"2198","Employed part time","Man"
"2200","Full time student","Woman"
"2203","Employed part time","Man"
"2204","Employed full time","Man"
"2205","Employed full time","Man"
"2206","Employed full time","Man"
"2209","Full time student","Man"
"2211","Full time student","Man"
"2212","Employed full time","Man"
"2213","Full time student","Man"
"2215","Employed full time","Man"
"2216","Employed full time","Man"
"2217","Employed full time","Man"
"2222","Retired or permanently not working (e.g. due to disability)","Man"
"2223","Employed full time","Man"
"2225","Employed full time","Man"
"2226","Temporarily not working","Man"
"2228","Full time student","Man"
"2229","Full time student","Man"
"2230","Employed full time","Man"
"2231","Employed full time","Man"
"2232","Employed part time","Man"
"2234","Employed full time","Man"
"2237","Other - please describe","Man"
"2238","Employed full time","Woman"
"2239","Other - please describe","Man"
"2241","Employed full time","Man"
"2242","Employed full time","Man"
"2243","Employed full time","Man"
"2245","Employed full time","Man"
"2249","Full time student","Man"
"2250","Full time student","Man"
"2253","Full time student","Man"
"2254","Employed full time","Man"
"2255","Employed full time","Man"
"2256","Employed full time","Woman"
"2257","Employed full time","Man"
"2259","Employed full time","Man"
"2261","Employed full time","Man"
"2262","Employed full time","Man"
"2263","Full time student","Man"
"2265","Employed full time","Man"
"2266","Other - please describe","Prefer not to say"
"2267","Employed full time","Man"
"2269","Employed part time","Man"
"2270","Temporarily not working","Man"
"2273","Other - please describe","Man"
"2274","Employed full time","Man"
"2275","Employed full time","Man"
"2277","Other - please describe","Man"
"2279","","Man"
"2280","Full time student","Man"
"2282","Employed full time","Man"
"2283","Employed full time","Man"
"2284","Full time student","Man"
"2286","Full time student","Man"
"2289","Employed full time","Man"
"2290","Other - please describe","Man"
"2292","Employed full time","Man"
"2293","Other - please describe","Man"
"2295","Full time student","Man"
"2296","Employed full time","Man"
"2297","Employed full time","Man"
"2298","Temporarily not working","Man"
"2300","Full time student","Man"
"2302","Full time student","Man"
"2303","Full time student","Man"
"2304","Employed full time","Man"
"2305","Other - please describe","Man"
"2307","Full time student","Man"
"2308","Full time student","Non-binary  or Other"
"2310","Full time student","Man"
"2312","Employed full time","Man"
"2313","Employed full time","Man"
"2317","Temporarily not working","Man"
"2318","Full time student","Man"
"2320","Employed full time","Man"
"2322","Other - please describe","Man"
"2324","Employed full time","Prefer not to say"
"2325","Employed full time","Man"
"2326","Employed full time","Man"
"2331","Employed full time","Man"
"2332","Employed part time","Prefer not to say"
"2333","Employed full time","Man"
"2336","Employed full time","Woman"
"2337","Employed full time","Man"
"2339","Full time student","Man"
"2340","Employed full time","Man"
"2341","Employed full time","Man"
"2342","Full time student","Man"
"2344","Full time student","Man"
"2345","Employed full time","Man"
"2347","Employed full time","Man"
"2348","Full time student","Man"
"2349","Temporarily not working","Man"
"2350","Employed full time","Man"
"2351","Employed part time","Man"
"2352","Employed full time","Man"
"2354","Temporarily not working","Man"
"2355","Full time student","Man"
"2356","Temporarily not working","Man"
"2357","Full time student","Man"
"2359","Temporarily not working","Man"
"2361","Employed full time","Man"
"2362","Temporarily not working","Man"
"2366","Employed full time","Man"
"2367","Employed full time","Man"
"2368","Employed full time","Man"
"2369","Temporarily not working","Man"
"2371","Temporarily not working","Man"
"2372","Temporarily not working","Man"
"2373","Employed full time","Man"
"2375","Employed full time","Man"
"2376","Employed part time","Woman"
"2378","Employed full time","Woman"
"2380","Other - please describe","Man"
"2381","Employed full time","Woman"
"2382","Employed part time","Man"
"2383","Retired or permanently not working (e.g. due to disability)","Man"
"2385","Employed part time","Man"
"2386","Full time student","Man"
"2387","Employed full time","Prefer not to say"
"2388","Employed full time","Man"
"2389","Temporarily not working","Prefer not to say"
"2390","Full time student","Man"
"2395","Employed full time","Man"
"2396","Full time student","Man"
"2397","Employed full time","Man"
"2398","Employed full time","Man"
"2399","Employed part time","Man"
"2400","Full time student","Man"
"2401","Retired or permanently not working (e.g. due to disability)","Man"
"2404","Full time student","Man"
"2405","Other - please describe","Man"
"2406","Employed full time","Man"
"2407","Other - please describe","Man"
"2408","Full time student","Man"
"2409","Employed full time","Man"
"2412","Employed part time","Man"
"2413","Full time student","Man"
"2414","Employed full time","Man"
"2415","Employed part time","Man"
"2418","Temporarily not working","Man"
"2421","Employed full time","Man"
"2424","Employed full time","Man"
"2425","Full time student","Man"
"2427","Full time student","Man"
"2428","Employed full time","Man"
"2429","Employed full time","Man"
"2430","Full time student","Man"
"2431","Full time student","Man"
"2434","Full time student","Man"
"2436","Employed full time","Man"
"2438","Employed full time","Prefer not to say"
"2441","Full time student","Man"
"2443","Full time student","Man"
"2446","Employed full time","Woman"
"2448","Full time student","Man"
"2449","Employed full time","Man"
"2450","Employed full time","Man"
"2452","Full time student","Man"
"2453","Employed full time","Woman"
"2454","Employed full time","Woman"
"2455","Employed full time","Man"
"2456","Employed full time","Man"
"2458","Full time student","Man"
"2460","Employed full time","Man"
"2469","Employed part time","Man"
"2471","Full time student","Man"
"2472","Full time student","Prefer not to say"
"2473","Employed full time","Man"
"2475","Full time student","Prefer not to say"
"2477","Full time student","Man"
"2478","Employed full time","Man"
"2479","Full time student","Man"
"2481","Employed full time","Prefer not to say"
"2482","Employed full time","Man"
"2485","Full time student","Man"
"2488","Employed full time","Man"
"2489","Full time student","Man"
"2492","Employed full time","Man"
"2493","Full time student","Man"
"2495","Temporarily not working","Man"
"2496","Full time student","Man"
"2499","Full time student","Man"
"2500","Temporarily not working","Man"
"2501","Employed part time","Man"
"2503","Employed full time","Man"
"2504","Full time student","Man"
"2505","Employed full time","Man"
"2506","Employed full time","Prefer not to say"
"2507","Employed full time","Man"
"2512","Employed full time","Man"
"2513","Employed full time","Man"
"2514","Employed full time","Man"
"2515","Employed full time","Man"
"2517","Temporarily not working","Man"
"2519","Full time student","Man"
"2522","Full time student","Man"
"2525","Employed full time","Man"
"2527","Employed full time","Man"
"2528","Employed full time","Man"
"2529","Employed full time","Man"
"2530","Full time student","Man"
"2531","Employed part time","Man"
"2532","Employed part time","Man"
"2533","Other - please describe","Man"
"2536","Employed full time","Woman"
"2538","Full time student","Man"
"2539","Employed full time","Man"
"2541","Employed full time","Man"
"2542","Temporarily not working","Prefer not to say"
"2543","Employed full time","Man"
"2546","Employed full time","Man"
"2547","Employed full time","Man"
"2550","Employed full time","Non-binary  or Other"
"2551","Other - please describe","Man"
"2552","Full time student","Prefer not to say"
"2554","Employed full time","Man"
"2555","Employed full time","Prefer not to say"
"2557","Temporarily not working","Man"
"2561","Employed full time","Man"
"2562","Employed part time","Man"
"2563","Full time student","Man"
"2565","Employed full time","Man"
"2569","Full time student","Man"
"2570","Employed full time","Man"
"2573","Temporarily not working","Man"
"2576","Full time student","Man"
"2577","Full time student","Man"
"2580","Employed full time","Man"
"2584","Full time student","Man"
"2587","Full time student","Man"
"2589","Full time student","Man"
"2590","Employed part time","Man"
"2593","Full time student","Woman"
"2595","Employed full time","Woman"
"2596","Temporarily not working","Man"
"2597","Employed full time","Man"
"2599","Full time student","Man"
"2600","Employed full time","Man"
"2601","Employed full time","Man"
"2602","Full time student","Man"
"2604","Retired or permanently not working (e.g. due to disability)","Man"
"2605","Full time student","Man"
"2608","Full time student","Man"
"2609","Employed full time","Man"
"2612","Employed full time","Woman"
"2614","Employed full time","Man"
"2617","Employed full time","Man"
"2618","Employed full time","Man"
"2619","Full time student","Man"
"2620","Employed full time","Man"
"2621","Employed full time","Man"
"2622","Employed full time","Man"
"2623","Full time student","Man"
"2625","Employed full time","Man"
"2628","Employed full time","Man"
"2629","Other - please describe","Man"
"2631","Employed full time","Man"
"2634","Employed part time","Man"
"2635","Employed full time","Man"
"2636","Full time student","Prefer not to say"
"2637","Full time student","Man"
"2638","Employed full time","Man"
"2639","Employed part time","Man"
"2641","Employed full time","Man"
"2645","Employed full time","Man"
"2648","Employed full time","Man"
"2649","Full time student","Man"
"2651","Full time student","Man"
"2653","Employed full time","Man"
"2655","Employed full time","Man"
"2657","Employed full time","Man"
"2662","Employed part time","Man"
"2664","Other - please describe","Man"
"2665","Employed full time","Non-binary  or Other"
"2668","Full time student","Man"
"2672","Employed full time","Man"
"2673","Retired or permanently not working (e.g. due to disability)","Man"
"2676","Employed full time","Man"
"2680","Employed full time","Man"
"2682","Employed full time","Man"
"2683","Employed full time","Man"
"2684","Employed full time","Man"
"2685","Employed full time","Man"
"2689","Temporarily not working","Man"
"2690","Employed part time","Man"
"2691","Employed full time","Man"
"2693","Employed full time","Man"
"2695","Employed full time","Man"
"2697","Employed full time","Man"
"2698","Temporarily not working","Man"
"2701","Employed part time","Man"
"2704","Employed full time","Man"
"2705","Employed full time","Prefer not to say"
"2706","Employed full time","Man"
"2707","Employed full time","Man"
"2708","Employed full time","Man"
"2712","Full time student","Woman"
"2713","Employed full time","Man"
"2714","Employed full time","Man"
"2715","Employed full time","Man"
"2717","Employed full time","Man"
"2723","Employed full time","Man"
"2725","Employed full time","Man"
"2726","Employed full time","Man"
"2727","Employed full time","Man"
"2729","Employed full time","Man"
"2730","Employed full time","Man"
"2733","Employed full time","Man"
"2734","Employed full time","Man"
"2735","Employed full time","Man"
"2736","Employed full time","Man"
"2738","Employed full time","Prefer not to say"
"2739","Employed full time","Man"
"2740","Employed full time","Man"
"2741","Employed full time","Man"
"2742","Full time student","Man"
"2743","Employed full time","Man"
"2744","Employed full time","Man"
"2746","Employed full time","Man"
"2748","Employed full time","Man"
"2749","Employed full time","Man"
"2750","Employed part time","Woman"
"2751","Employed full time","Man"
"2754","Employed full time","Man"
"2755","Full time student","Man"
"2756","Employed full time","Man"
"2757","Employed full time","Man"
"2759","Retired or permanently not working (e.g. due to disability)","Man"
"2761","Employed full time","Man"
"2768","Full time student","Man"
"2770","Full time student","Man"
"2772","Full time student","Man"
"2773","Employed full time","Man"
"2776","Employed full time","Man"
"2777","Employed full time","Man"
"2778","Employed full time","Man"
"2780","Full time student","Man"
"2781","Full time student","Man"
"2782","Full time student","Man"
"2784","Employed full time","Man"
"2785","Employed full time","Man"
"2786","Employed full time","Man"
"2787","Employed full time","Man"
"2789","Full time student","Man"
"2790","Employed full time","Man"
"2791","Other - please describe","Man"
"2792","Other - please describe","Man"
"2793","Employed full time","Man"
"2794","Other - please describe","Prefer not to say"
"2795","Employed full time","Woman"
"2796","Employed full time","Man"
"2802","Full time student","Man"
"2803","Employed full time","Man"
"2804","Full time student","Man"
"2805","Employed full time","Man"
"2806","Employed full time","Man"
"2807","Employed full time","Man"
"2809","Employed part time","Man"
"2810","Full time student","Man"
"2816","Employed full time","Man"
"2817","Temporarily not working","Man"
"2819","Full time student","Man"
"2822","Employed full time","Man"
"2823","Employed part time","Non-binary  or Other"
"2824","Temporarily not working","Man"
"2825","Full time student","Woman"
"2827","Employed part time","Man"
"2828","Temporarily not working","Man"
"2829","Employed full time","Man"
"2831","Full time student","Man"
"2833","Employed full time","Man"
"2835","Employed full time","Man"
"2836","Employed full time","Man"
"2837","Employed full time","Man"
"2838","Temporarily not working","Man"
"2839","Employed full time","Man"
"2840","Employed full time","Man"
"2841","Employed full time","Man"
"2844","Employed full time","Man"
"2845","Employed full time","Man"
"2848","Employed full time","Man"
"2850","Full time student","Man"
"2851","Employed full time","Man"
"2852","Full time student","Man"
"2855","Employed part time","Man"
"2858","Employed full time","Man"
"2860","Employed full time","Man"
"2862","Employed full time","Man"
"2863","Employed full time","Man"
"2864","Employed full time","Woman"
"2865","Employed full time","Woman"
"2870","Employed full time","Man"
"2872","Employed full time","Man"
"2873","Employed full time","Man"
"2874","Employed part time","Man"
"2880","Employed full time","Man"
"2881","Employed full time","Man"
"2882","Employed full time","Man"
"2883","Retired or permanently not working (e.g. due to disability)","Prefer not to say"
"2884","Full time student","Man"
"2885","Full time student","Man"
"2886","Employed full time","Man"
"2887","Employed full time","Man"
"2888","Employed part time","Man"
"2889","Employed part time","Man"
"2890","Employed full time","Man"
"2891","Retired or permanently not working (e.g. due to disability)","Man"
"2893","Employed full time","Man"
"2894","Employed full time","Man"
"2895","Temporarily not working","Man"
"2897","Employed full time","Man"
"2898","Employed full time","Man"
"2905","Full time student","Man"
"2906","Employed part time","Man"
"2908","Employed full time","Man"
"2910","Employed full time","Man"
"2912","Employed full time","Man"
"2913","Employed part time","Man"
"2916","Employed full time","Man"
"2917","Employed full time","Man"
"2919","Employed part time","Man"
"2922","Employed full time","Man"
"2925","Full time student","Prefer not to say"
"2926","Full time student","Man"
"2930","Employed full time","Man"
"2931","Employed full time","Man"
"2932","Employed full time","Man"
"2933","Full time student","Man"
"2935","Employed part time","Man"
"2936","Employed full time","Man"
"2939","Employed full time","Man"
"2940","Employed full time","Man"
"2941","Employed full time","Man"
"2945","Employed full time","Man"
"2948","Employed part time","Man"
"2949","Employed full time","Man"
"2951","Full time student","Man"
"2952","Full time student","Man"
"2953","Employed full time","Man"
"2954","Full time student","Man"
"2955","Employed full time","Man"
"2957","Full time student","Man"
"2958","Employed full time","Man"
"2960","Temporarily not working","Prefer not to say"
"2964","Employed full time","Man"
"2965","Full time student","Man"
"2967","Employed full time","Prefer not to say"
"2968","Employed full time","Man"
"2970","Employed full time","Man"
"2971","Temporarily not working","Man"
"2974","Employed part time","Man"
"2976","Employed part time","Non-binary  or Other"
"2977","Other - please describe","Man"
"2978","Full time student","Man"
"2979","Employed full time","Man"
"2980","Employed full time","Man"
"2981","Employed full time","Man"
"2982","Employed full time","Man"
"2984","Employed full time","Man"
"2985","Employed part time","Non-binary  or Other"
"2986","Employed full time","Man"
"2987","Employed full time","Man"
"2988","Employed full time","Man"
"2990","Employed full time","Man"
"2991","Employed full time","Man"
"2992","Employed full time","Woman"
"2993","Full time student","Man"
"2995","Employed full time","Man"
"2996","Full time student","Man"
"2998","Employed full time","Man"
"2999","Temporarily not working","Man"
"3000","Employed full time","Man"
"3002","Other - please describe","Man"
"3004","Employed full time","Man"
"3005","Employed full time","Man"
"3007","Employed full time","Man"
"3008","Full time student","Man"
"3009","Employed part time","Man"
"3010","Full time student","Man"
"3012","Employed full time","Man"
"3013","Employed full time","Man"
"3014","Employed part time","Man"
"3015","Employed full time","Man"
"3021","Employed full time","Man"
"3022","Employed full time","Man"
"3024","Employed full time","Man"
"3025","Employed full time","Man"
"3026","Employed full time","Man"
"3027","Full time student","Man"
"3028","Employed full time","Man"
"3029","Employed part time","Prefer not to say"
"3030","Employed full time","Man"
"3032","Full time student","Man"
"3033","Full time student","Man"
"3034","Employed part time","Man"
"3035","Other - please describe","Man"
"3036","Employed full time","Man"
"3038","Employed full time","Man"
"3039","Employed full time","Man"
"3040","Employed full time","Man"
"3041","Employed full time","Man"
"3044","Employed part time","Man"
"3045","Employed full time","Man"
"3046","Employed full time","Man"
"3047","Full time student","Woman"
"3048","Employed full time","Man"
"3049","Employed full time","Man"
"3050","Employed full time","Man"
"3056","Employed full time","Man"
"3058","Employed full time","Man"
"3059","Temporarily not working","Man"
"3060","Employed full time","Man"
"3061","Employed full time","Man"
"3062","Retired or permanently not working (e.g. due to disability)","Man"
"3064","Employed full time","Man"
"3065","Employed full time","Man"
"3066","Full time student","Man"
"3070","Full time student","Man"
"3071","Employed full time","Man"
"3075","Temporarily not working","Man"
"3076","Full time student","Woman"
"3078","Employed full time","Man"
"3080","Employed full time","Man"
"3082","Employed full time","Man"
"3083","Employed full time","Man"
"3084","Employed full time","Man"
"3085","Employed full time","Man"
"3086","Temporarily not working","Man"
"3087","Full time student","Man"
"3088","Employed full time","Man"
"3089","Retired or permanently not working (e.g. due to disability)","Man"
"3091","Employed full time","Man"
"3093","Full time student","Man"
"3094","Full time student","Man"
"3095","Employed part time","Man"
"3096","Employed full time","Man"
"3100","Other - please describe","Man"
"3101","Employed full time","Man"
"3102","Full time student","Man"
"3103","Employed full time","Man"
"3105","Full time student","Man"
"3106","Employed full time","Man"
"3109","Employed full time","Man"
"3111","Employed full time","Man"
"3112","Employed full time","Man"
"3113","Employed full time","Man"
"3114","Employed full time","Man"
"3115","Full time student","Man"
"3117","Employed full time","Man"
"3119","Employed full time","Man"
"3120","Employed full time","Man"
"3122","Full time student","Man"
"3123","Employed full time","Man"
"3126","Employed full time","Man"
"3128","Full time student","Man"
"3129","Employed full time","Man"
"3130","Retired or permanently not working (e.g. due to disability)","Man"
"3131","Temporarily not working","Man"
"3133","Employed full time","Man"
"3134","Employed full time","Man"
"3135","Employed full time","Man"
"3142","Full time student","Man"
"3143","Employed full time","Man"
"3144","Full time student","Man"
"3146","Full time student","Man"
"3147","Temporarily not working","Man"
"3148","Employed full time","Man"
"3149","Employed full time","Man"
"3150","Employed full time","Man"
"3153","Employed full time","Man"
"3155","Full time student","Man"
"3156","Other - please describe","Man"
"3158","Employed full time","Man"
"3159","Full time student","Prefer not to say"
"3160","Employed full time","Man"
"3161","Employed full time","Man"
"3162","Employed full time","Man"
"3164","Employed full time","Man"
"3165","Employed full time","Man"
"3166","Employed full time","Man"
"3167","Employed part time","Man"
"3170","Employed full time","Man"
"3171","Employed full time","Man"
"3172","Temporarily not working","Man"
"3174","Employed full time","Man"
"3175","Employed full time","Man"
"3176","Employed part time","Man"
"3178","Employed full time","Man"
"3181","Employed full time","Woman"
"3183","Employed full time","Man"
"3184","Employed full time","Man"
"3185","Full time student","Man"
"3187","Full time student","Non-binary  or Other"
"3188","Employed part time","Man"
"3189","Employed full time","Man"
"3190","Employed full time","Non-binary  or Other"
"3191","Employed full time","Man"
"3192","Full time student","Man"
"3193","Employed full time","Man"
"3194","Employed full time","Man"
"3195","Employed full time","Man"
"3196","Other - please describe","Man"
"3197","Employed full time","Man"
"3199","Employed full time","Man"
"3201","Employed full time","Man"
"3202","Employed full time","Man"
"3203","Employed full time","Man"
"3204","Employed full time","Man"
"3205","Employed full time","Man"
"3206","Full time student","Man"
"3207","Employed part time","Man"
"3208","Employed full time","Man"
"3210","Temporarily not working","Man"
"3211","Employed full time","Man"
"3218","Employed full time","Non-binary  or Other"
"3219","Employed full time","Man"
"3221","Employed full time","Man"
"3222","Full time student","Woman"
"3225","Employed part time","Man"
"3226","Employed full time","Man"
"3228","Employed full time","Man"
"3229","Employed full time","Man"
"3230","Full time student","Man"
"3233","Employed full time","Man"
"3235","Full time student","Man"
"3238","Employed full time","Man"
"3239","Employed full time","Man"
"3240","Full time student","Man"
"3241","Full time student","Man"
"3243","Temporarily not working","Man"
"3244","Other - please describe","Prefer not to say"
"3246","Employed part time","Man"
"3247","Employed full time","Man"
"3248","Employed full time","Man"
"3249","Other - please describe","Prefer not to say"
"3250","Temporarily not working","Man"
"3252","Full time student","Man"
"3253","Employed part time","Man"
"3254","Temporarily not working","Man"
"3256","Full time student","Man"
"3257","Full time student","Man"
"3259","Full time student","Man"
"3261","Employed full time","Man"
"3263","Temporarily not working","Man"
"3264","Employed full time","Man"
"3265","Employed full time","Man"
"3266","Temporarily not working","Man"
"3268","Full time student","Man"
"3270","Employed full time","Man"
"3273","Retired or permanently not working (e.g. due to disability)","Man"
"3274","Full time student","Man"
"3275","Other - please describe","Man"
"3276","Employed full time","Man"
"3277","Full time student","Man"
"3278","Temporarily not working","Man"
"3279","Employed full time","Man"
"3281","Temporarily not working","Man"
"3283","Full time student","Man"
"3284","Employed full time","Man"
